17:47:38.776 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:14:01.021 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:14:01.021 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1831141281
19:14:01.021 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1705277839
19:14:01.021 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:14:01.021 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:14:01.036 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:14:03.777 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688642043517_127.0.0.1_6235
19:14:03.777 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Notify connected event to listeners.
19:14:03.777 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:14:03.777 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [66630088-7613-4ac6-9b8b-f3ad66d38e82_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/667680223
19:14:03.850 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:14:04.702 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
19:14:04.702 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
19:14:04.702 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
19:14:04.702 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
19:14:05.769 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
19:14:05.769 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8080"]
19:14:05.769 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:14:05.769 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:14:06.081 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:14:09.302 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of cb0e5263-647d-4383-ba1a-dbb99083409e
19:14:09.302 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] RpcClient init label, labels = {module=naming, source=sdk}
19:14:09.302 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:14:09.302 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:14:09.302 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:14:09.302 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:14:09.428 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688642049318_127.0.0.1_6244
19:14:09.428 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:14:09.428 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Notify connected event to listeners.
19:14:09.428 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/667680223
19:14:09.467 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8080"]
19:14:10.069 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Receive server push request, request = NotifySubscriberRequest, requestId = 26
19:14:10.069 [nacos-grpc-client-executor-6] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cb0e5263-647d-4383-ba1a-dbb99083409e] Ack server push request, request = NotifySubscriberRequest, requestId = 26
19:14:10.167 [main] INFO  c.a.n.c.r.client - [shutdown,454] - Shutdown rpc client, set status to shutdown
19:14:10.167 [main] INFO  c.a.n.c.r.client - [shutdown,456] - Shutdown client event executor java.util.concurrent.ScheduledThreadPoolExecutor@44598ef7[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
19:14:10.167 [main] INFO  c.a.n.c.r.client - [closeConnection,591] - Close current connection 1688642049318_127.0.0.1_6244
19:14:10.172 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1688642049318_127.0.0.1_6244]Ignore complete event,isRunning:false,isAbandon=false
19:14:10.172 [main] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,85] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@38883a31[Running, pool size = 8, active threads = 0, queued tasks = 0, completed tasks = 8]
19:14:10.172 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of cdb5bf5a-f051-4e04-842d-cffc9d6962c3
19:14:10.172 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] RpcClient init label, labels = {module=naming, source=sdk}
19:14:10.172 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:14:10.172 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:14:10.172 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:14:10.172 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:14:10.297 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688642050172_127.0.0.1_6245
19:14:10.297 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] Notify connected event to listeners.
19:14:10.297 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:14:10.297 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cdb5bf5a-f051-4e04-842d-cffc9d6962c3] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/667680223
19:14:10.302 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Pausing ProtocolHandler ["http-nio-8080"]
19:14:10.302 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
19:14:10.302 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Stopping ProtocolHandler ["http-nio-8080"]
19:14:10.302 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Destroying ProtocolHandler ["http-nio-8080"]
19:15:01.329 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
19:15:02.496 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0
19:15:02.547 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 32 ms to scan 1 urls, producing 3 keys and 6 values 
19:15:02.565 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 3 ms to scan 1 urls, producing 4 keys and 9 values 
19:15:02.580 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 0 ms to scan 1 urls, producing 3 keys and 10 values 
19:15:02.705 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 109 ms to scan 112 urls, producing 0 keys and 0 values 
19:15:02.721 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 0 ms to scan 1 urls, producing 1 keys and 5 values 
19:15:02.737 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 16 ms to scan 1 urls, producing 1 keys and 7 values 
19:15:02.763 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 26 ms to scan 1 urls, producing 2 keys and 8 values 
19:15:02.857 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 94 ms to scan 112 urls, producing 0 keys and 0 values 
19:15:02.857 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] RpcClient init label, labels = {module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
19:15:02.857 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$333/1831141281
19:15:02.857 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$334/1705277839
19:15:02.873 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
19:15:02.873 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] RpcClient init, ServerListFactory = com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
19:15:02.888 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:15:05.781 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688642105504_127.0.0.1_6351
19:15:05.781 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Notify connected event to listeners.
19:15:05.781 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:15:05.781 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [c3e1efa5-33a4-416e-b3a6-a4d12b50034d_config-0] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/667680223
19:15:05.837 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStartupProfileInfo,637] - The following 1 profile is active: "dev"
19:15:06.699 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - An older version [1.2.14] of the Apache Tomcat Native library is installed, while Tomcat recommends a minimum version of [1.2.30]
19:15:06.699 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - Loaded Apache Tomcat Native library [1.2.14] using APR version [1.6.2].
19:15:06.699 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR capabilities: IPv6 [true], sendfile [true], accept filters [false], random [true], UDS [false].
19:15:06.699 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - APR/OpenSSL configuration: useAprConnector [false], useOpenSSL [true]
19:15:07.761 [main] INFO  o.a.c.c.AprLifecycleListener - [log,173] - OpenSSL successfully initialized [OpenSSL 1.0.2l  25 May 2017]
19:15:07.777 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8080"]
19:15:07.777 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
19:15:07.777 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.70]
19:15:08.064 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
19:15:11.431 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,80] - [RpcClientFactory] create a new rpc client of e6bb1054-7a13-4a4c-9380-cfaf8be36818
19:15:11.431 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] RpcClient init label, labels = {module=naming, source=sdk}
19:15:11.431 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] RpcClient init, ServerListFactory = com.alibaba.nacos.client.naming.core.ServerListManager
19:15:11.431 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
19:15:11.431 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
19:15:11.431 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Try to connect to server on start up, server: {serverIp = '127.0.0.1', server main port = 8848}
19:15:11.578 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Success to connect to server [127.0.0.1:8848] on start up, connectionId = 1688642111446_127.0.0.1_6364
19:15:11.578 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Notify connected event to listeners.
19:15:11.578 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
19:15:11.578 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$$Lambda$343/667680223
19:15:11.658 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8080"]
19:15:11.773 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP yinghua-gateway 10.57.100.17:8080 register finished
19:15:12.195 [nacos-grpc-client-executor-5] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Receive server push request, request = NotifySubscriberRequest, requestId = 27
19:15:12.211 [nacos-grpc-client-executor-5] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [e6bb1054-7a13-4a4c-9380-cfaf8be36818] Ack server push request, request = NotifySubscriberRequest, requestId = 27
19:15:13.094 [main] INFO  c.y.g.YingHuaGateWayApplication - [logStarted,61] - Started YingHuaGateWayApplication in 13.126 seconds (JVM running for 15.013)
19:15:13.094 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=yinghua-gateway.yml, group=DEFAULT_GROUP
19:15:13.094 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=yinghua-gateway-dev.yml, group=DEFAULT_GROUP
19:15:13.094 [main] INFO  c.a.c.n.r.NacosContextRefresher - [registerNacosListener,129] - [Nacos Config] Listening config: dataId=yinghua-gateway, group=DEFAULT_GROUP
